,DayOfYear,DetailedQA,EVI,NDVI,RelativeAzimuth,SolarZenith,SummaryQA,ViewZenith,cluster,millis,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,system:index,Timestamp,Jdate
0,0.00029102551370337334,1.1553251082353757,0.12736134134266366,0.21264854311956594,0.8326552543634173,0.030504726196201544,5.619145511148788e-05,0.13120698995311983,0,950832000000,0.10792140861069406,0.09638643500490687,0.0832509910902322,0.04912124818023463,2000_02_18,2000-02-18,2451592.5
1,0.0004619048707932579,1.0411592914364474,0.16645017399800657,0.24983812188611698,0.9725693898761893,0.03315159840733142,6.989216351322729e-05,0.17505897171462026,0,952214400000,0.12933991035284975,0.10088318048201556,0.10424922228956329,0.045885549226345634,2000_03_05,2000-03-05,2451608.5
2,0.00028335871105507153,0.6246817005061193,0.11945142980309173,0.16346227801058077,0.7114587412353097,0.03879435685538562,9.944338156379363e-05,0.13480835545956835,0,953596800000,0.06411134603352074,0.05925526140714146,0.04610241256408644,0.031450281200680115,2000_03_21,2000-03-21,2451624.5
3,0.00045900853699703105,1.0486379445743832,0.1534184987180731,0.21183646592465272,0.8647534227270393,0.020774019227156337,9.880553221604778e-05,0.1607882284295652,0,954979200000,0.08850181658570824,0.08078659364751602,0.05741631725523828,0.033685867713253735,2000_04_06,2000-04-06,2451640.5
4,0.00019771765591311818,0.6893724620692139,0.053434563127636434,0.0847861316220155,0.36159246925562305,0.014293891932943925,8.074144804385713e-05,0.0845161671635046,0,956361600000,0.030289726200930157,0.03317017033017477,0.02093382106507886,0.031029187341755485,2000_04_22,2000-04-22,2451656.5
5,0.00014150679118667212,0.37238929421897926,0.040695008974972455,0.03817507261262536,0.8764558902057309,0.013745803441237553,4.370612169492932e-05,0.07486250500380172,0,957744000000,0.011863949472766337,0.028294367267430457,0.007003489672330492,0.02694119280769302,2000_05_08,2000-05-08,2451672.5
6,4.75671141306753e-05,0.00042992575602293035,0.019435887163569626,0.016313182441599062,0.34357350131544273,0.003959285582148872,0.0,0.0198748912285111,0,959126400000,0.003060273217245277,0.013542952598312077,0.002670522221391288,0.0156960038227598,2000_05_24,2000-05-24,2451688.5
7,1.6289092976440846e-05,5.830382577195867e-08,0.016072985352433115,0.009902465053865717,0.08984276877303386,0.0015774072319408709,0.0,0.019100918106949277,0,960508800000,0.0016328976278199327,0.01062714921366104,0.0010716190899607307,0.011145728417161601,2000_06_09,2000-06-09,2451704.5
8,0.0004499598801365412,0.0018780918587226023,0.02427719766544027,0.021051010598522074,0.8875295006389158,0.0026396322866662912,0.0,0.03883723105694926,0,961891200000,0.00427487567533647,0.01669332115514968,0.003010848948019854,0.0037687258701411892,2000_06_25,2000-06-25,2451720.5
9,0.0005076144903351491,0.0010746019469727779,0.030139245754290785,0.02563430988450038,0.7219839073692162,0.016246090232816944,0.0,0.11317945904827768,0,963273600000,0.005881003681431114,0.0236636100627003,0.004599895921691061,0.021657906645614924,2000_07_11,2000-07-11,2451736.5
10,3.0278259631722687e-09,0.0019055427253678267,0.019444337721146027,0.014780567505501888,0.43937249116218385,0.001610363740860537,1.045797388635859e-05,0.01891696646520281,0,964656000000,0.0023764893684354096,0.011430868681569029,0.0022004470548484954,0.000309809317888638,2000_07_27,2000-07-27,2451752.5
11,0.00018992610574870584,0.0038202682180822948,0.03758143718422878,0.022196560715483177,0.776234179471261,0.01570245518046134,4.969283702704102e-05,0.07445706988490958,0,966038400000,0.005287223894910945,0.02938183018674425,0.0046757141597690635,0.02591243170226647,2000_08_12,2000-08-12,2451768.5
12,0.0003587800095100022,0.3439702301755706,0.05586478914821032,0.0662488745476503,0.7520878923008183,0.02999507529801824,3.640151227725791e-05,0.1267978762981655,0,967420800000,0.020246518684049433,0.0357053156826118,0.013550293201759437,0.025617897382511506,2000_08_28,2000-08-28,2451784.5
13,0.00018792205714983405,0.0025491841215084412,0.038131539393339596,0.02417530227004437,0.47928233859440345,0.030364114281554583,4.999999580568078e-05,0.13628304381158332,0,968803200000,0.00599444226656826,0.027920797034117005,0.004423570297672004,0.04893312046388463,2000_09_13,2000-09-13,2451800.5
14,0.0003511924380692185,0.9327816913614644,0.11202540897373897,0.17169101843918927,0.6372199436100906,0.030222416516104834,9.538128712983757e-05,0.08160991437182347,0,970185600000,0.06411781598774009,0.06147525930036131,0.05059942494873899,0.049477675347232054,2000_09_29,2000-09-29,2451816.5
15,0.0002596292213252878,0.8706289244667811,0.11510252566630551,0.2446445400819248,1.175859467576855,0.045376281570915285,9.19620759942209e-05,0.2117519459294562,0,971568000000,0.11303729380855987,0.08405695643672657,0.09913588113009701,0.025711204928450197,2000_10_15,2000-10-15,2451832.5
16,0.0004639913202069672,0.613981724188871,0.1721457014139325,0.22461535488607784,0.8419758192003588,0.028357340404469186,4.917615534524808e-05,0.17871544753376042,0,972950400000,0.1305957116011838,0.08387509067341763,0.1053914457982658,0.1213418691769855,2000_10_31,2000-10-31,2451848.5
17,0.00026445480702352734,1.0279292764474681,0.12828532498315354,0.18729647766793528,0.7820742713710752,0.03518350438868878,0.00010608452075923331,0.16788614447465033,0,974332800000,0.0695235775823489,0.06686912683714039,0.05223339520461623,0.03560677601777478,2000_11_16,2000-11-16,2451864.5
18,0.0004321011655692182,0.8700119723548034,0.1474805445896387,0.22178738926454727,0.8794569137663497,0.032309955310690516,2.060716512450355e-05,0.20457963205769925,0,975715200000,0.1407048136002088,0.09539759515782897,0.12074433013296708,0.07655851775509873,2000_12_02,2000-12-02,2451880.5
19,0.013245914914030687,0.9851758950990193,0.11263004181163747,0.10902836845680754,0.8026090250886407,0.04265062726613942,0.00011241754722054716,0.11782102729827243,0,977097600000,0.03443173238117808,0.07851727520120821,0.02536132369911605,0.029660541344942847,2000_12_18,2000-12-18,2451896.5
20,0.0004557764455079478,1.2367833596912894,0.16037689309989456,0.2195851256577087,0.833155072554955,0.042082857382884364,9.942046174547518e-05,0.13485459578881165,0,978307200000,0.08928292830476842,0.09790655287652147,0.0729481487445147,0.06155984609599496,2001_01_01,2001-01-01,2451910.5
21,0.00036523773942369206,1.1741050232610226,0.14595248808801764,0.2268510766438031,0.7967195559103472,0.02976168616440325,8.762947434588576e-05,0.1699030479007302,0,979689600000,0.10595090935474365,0.09448682880945453,0.07987169335038175,0.04949070727454253,2001_01_17,2001-01-17,2451926.5
22,0.0003535266715778242,0.8477741015427669,0.1777585284166214,0.20608452791512627,0.8361271388000411,0.033926531914886794,0.0001203496673602311,0.10592866505284897,0,981072000000,0.08939880061630531,0.10013564855388785,0.05999558855262305,0.041649902286643545,2001_02_02,2001-02-02,2451942.5
