"","NDVI","Time","Type"
"1",-1768.50411807951,2000-02-18,"none"
"2",-1744.02896322862,2000-02-19,"none"
"3",-1717.88012909663,2000-02-20,"none"
"4",-1690.08092619458,2000-02-21,"none"
"5",-1660.65781637906,2000-02-22,"none"
"6",-1629.64036896583,2000-02-23,"none"
"7",-1597.06120890091,2000-02-24,"none"
"8",-1562.95595785916,2000-02-25,"none"
"9",-1527.3631681206,2000-02-26,"none"
"10",-1490.32424939473,2000-02-27,"none"
"11",-1451.88338884901,2000-02-28,"none"
"12",-1412.08746442389,2000-02-29,"none"
"13",-1370.9859517109,2000-03-01,"none"
"14",-1328.63082457803,2000-03-02,"none"
"15",-1285.07644980142,2000-03-03,"none"
"16",-1240.37947593197,2000-03-04,"none"
"17",-1194.59871668966,2000-03-05,"none"
"18",-1147.79502914185,2000-03-06,"none"
"19",-1100.03118697877,2000-03-07,"none"
"20",-1051.37174918003,2000-03-08,"none"
"21",-1001.8829243996,2000-03-09,"none"
"22",-951.632431392496,2000-03-10,"none"
"23",-900.689355826523,2000-03-11,"none"
"24",-849.124003826773,2000-03-12,"none"
"25",-797.007752610133,2000-03-13,"none"
"26",-744.412898575316,2000-03-14,"none"
"27",-691.41250321915,2000-03-15,"none"
"28",-638.080237256338,2000-03-16,"none"
"29",-584.490223324193,2000-03-17,"none"
"30",-530.716877657686,2000-03-18,"none"
"31",-476.83475112224,2000-03-19,"none"
"32",-422.91836999416,2000-03-20,"none"
"33",-369.042076878556,2000-03-21,"none"
"34",-315.279872154554,2000-03-22,"none"
"35",-261.705256336165,2000-03-23,"none"
"36",-208.391073734838,2000-03-24,"none"
"37",-155.409357806335,2000-03-25,"none"
"38",-102.831178560238,2000-03-26,"none"
"39",-50.7264924051162,2000-03-27,"none"
"40",0.836005203940033,2000-03-28,"none"
"41",51.7890239558944,2000-03-29,"none"
"42",102.06681936104,2000-03-30,"none"
"43",151.605329572653,2000-03-31,"none"
"44",200.342308020567,2000-04-01,"none"
"45",248.217451535015,2000-04-02,"none"
"46",295.172523650638,2000-04-03,"none"
"47",341.151472792988,2000-04-04,"none"
"48",386.100545062947,2000-04-05,"none"
"49",429.968391348406,2000-04-06,"none"
"50",472.70616850705,2000-04-07,"none"
"51",514.267634379375,2000-04-08,"none"
"52",554.609236406822,2000-04-09,"none"
"53",593.690193646358,2000-04-10,"none"
"54",631.472571989726,2000-04-11,"none"
"55",667.921352413014,2000-04-12,"none"
"56",703.004492100023,2000-04-13,"none"
"57",736.692978301149,2000-04-14,"none"
"58",768.960874808086,2000-04-15,"none"
"59",799.785360943526,2000-04-16,"none"
"60",829.146762984132,2000-04-17,"none"
"61",857.028577954412,2000-04-18,"none"
"62",883.417489748538,2000-04-19,"none"
"63",908.303377556761,2000-04-20,"none"
"64",931.679316592606,2000-04-21,"none"
"65",953.541571136678,2000-04-22,"none"
