"","NDVI","Time","Type"
"1",-1679.35673202571,2000-02-18,"none"
"2",-1667.69683156514,2000-02-19,"none"
"3",-1654.27974591641,2000-02-20,"none"
"4",-1639.09774616832,2000-02-21,"none"
"5",-1622.14672552827,2000-02-22,"none"
"6",-1603.42623055821,2000-02-23,"none"
"7",-1582.93948358201,2000-02-24,"none"
"8",-1560.69339583702,2000-02-25,"none"
"9",-1536.69857149937,2000-02-26,"none"
"10",-1510.9693023755,2000-02-27,"none"
"11",-1483.52355351323,2000-02-28,"none"
"12",-1454.38293949622,2000-02-29,"none"
"13",-1423.57269162981,2000-03-01,"none"
"14",-1391.12161602382,2000-03-02,"none"
"15",-1357.06204267854,2000-03-03,"none"
"16",-1321.42976569137,2000-03-04,"none"
"17",-1284.26397471658,2000-03-05,"none"
"18",-1245.60717784996,2000-03-06,"none"
"19",-1205.50511611718,2000-03-07,"none"
"20",-1164.00666976693,2000-03-08,"none"
"21",-1121.16375661397,2000-03-09,"none"
"22",-1077.03122266203,2000-03-10,"none"
"23",-1031.66672528806,2000-03-11,"none"
"24",-985.130609271794,2000-03-12,"none"
"25",-937.485775979089,2000-03-13,"none"
"26",-888.797546024787,2000-03-14,"none"
"27",-839.133515757437,2000-03-15,"none"
"28",-788.563407924859,2000-03-16,"none"
"29",-737.158916895092,2000-03-17,"none"
"30",-684.993548820714,2000-03-18,"none"
"31",-632.14245714931,2000-03-19,"none"
"32",-578.682273893544,2000-03-20,"none"
"33",-524.690937086759,2000-03-21,"none"
"34",-470.247514859509,2000-03-22,"none"
"35",-415.432026581549,2000-03-23,"none"
"36",-360.325261521608,2000-03-24,"none"
"37",-305.008595483952,2000-03-25,"none"
"38",-249.563805886065,2000-03-26,"none"
"39",-194.072885746106,2000-03-27,"none"
"40",-138.6178570517,2000-03-28,"none"
"41",-83.2805839834368,2000-03-29,"none"
"42",-28.1425864669353,2000-03-30,"none"
"43",26.7151454733314,2000-03-31,"none"
"44",81.2123360873026,2000-04-01,"none"
"45",135.269606531623,2000-04-02,"none"
