,DayOfYear,DetailedQA,EVI,NDVI,RelativeAzimuth,SolarZenith,SummaryQA,ViewZenith,cluster,millis,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,system:index,Timestamp,Jdate
0,58.0,2450.005485594352,4303.744886574935,5981.547795414462,-16971.47946782653,2139.993946432101,3,1586.1107293868922,1,950832000000,879.198404581714,3726.5468929804374,689.5278470490441,1320.8249496981891,2000_02_18,2000-02-18,2451592.5
1,74.0,2452.0472465034964,4766.342895805142,5980.598829920602,1938.1429839425482,2410.0036528721143,3,1356.7675940507436,1,952214400000,944.431182273977,4078.6821296784397,694.2561692126909,1497.1729160210723,2000_03_05,2000-03-05,2451608.5
2,85.0,2106.8135114450706,5602.106947368421,7203.202815662121,2779.164123276497,2882.2460258811802,1,4653.810494723278,1,953596800000,653.9004711106297,4145.198604401503,367.0463858057843,1015.8131715771231,2000_03_21,2000-03-21,2451624.5
3,99.0,2408.647465909091,5151.457046838899,6947.690493601463,4178.937456769449,2739.6968900569427,3,1235.8187614960148,1,954979200000,687.3289371605896,3920.252576353757,432.43536389223965,1014.9324748984441,2000_04_06,2000-04-06,2451640.5
4,120.0,2109.9236102964333,4895.310786756853,7520.709993247806,-11842.454185612876,2825.1941050338655,0,1808.7456887777357,1,956361600000,463.70405951115833,3279.1694571968674,240.53739130434784,776.4708968883466,2000_04_22,2000-04-22,2451656.5
5,138.0,2114.0469988990976,5070.901311924809,7409.425715829281,6096.6014075800085,3385.329369012223,0,1489.1400292065553,1,957744000000,523.0574011299435,3480.0979602115335,259.40985310421286,1053.8484553739454,2000_05_08,2000-05-08,2451672.5
6,152.0,2112.0,4591.671542211958,7150.5889455326,-11208.833252827011,3441.0,0,1694.0,1,959126400000,533.5479502196193,3144.0397181294043,266.46996466431096,819.231905465288,2000_05_24,2000-05-24,2451688.5
7,161.0,2112.0,4303.352299829642,6799.316109422492,-11412.077887788779,3620.0,0,263.0,1,960508800000,620.0580075662043,3143.3176379776146,250.5299255904238,954.9028430714126,2000_06_09,2000-06-09,2451704.5
8,177.0,2112.0,3598.8043721973095,5871.2896884273,-10810.496025275173,3706.0,0,317.92952261306533,1,961891200000,763.1005586592179,2951.870771433685,317.5935035674052,1029.0,2000_06_25,2000-06-25,2451720.5
9,193.0,2112.0,3153.040740011809,5361.11400046436,-11576.800618933003,3625.707821704876,0,343.0447509353679,1,963273600000,827.4812749003984,2727.494263176766,356.45977571916137,1273.3006357856493,2000_07_11,2000-07-11,2451736.5
10,209.0,2112.0,2927.6242568370985,4976.11887172599,-12135.197511664075,3417.0,0,195.33059435771023,1,964656000000,899.2978056426332,2711.3483285917496,376.6814345991561,945.1630949760239,2000_07_27,2000-07-27,2451752.5
11,234.0,2181.0,3056.549074593382,5167.403225806452,4935.066888647278,2940.4569020154645,1,1178.2051708497127,1,966038400000,843.9429117727396,2727.8481803367736,377.37344007534733,1099.8524580211988,2000_08_12,2000-08-12,2451768.5
12,248.0,2190.9376023912855,3022.6227013316425,5280.055906221822,-13248.226022628372,2315.4215973045025,1,1870.7038138051043,1,967420800000,753.1808602522025,2608.9338618346546,344.57792985457655,932.9069633932189,2000_08_28,2000-08-28,2451784.5
13,261.0,2115.910388356529,3794.15338882283,5999.730862207897,3000.6795938958253,2627.5395197207563,1,4562.000625245632,1,968803200000,759.332610110653,3063.5292153589317,353.6493288590604,1703.2762358766722,2000_09_13,2000-09-13,2451800.5
14,287.0,2207.51763550317,4323.217778743751,6625.26116838488,-17353.1578837369,1330.7951729298516,1,3031.158995386981,1,970185600000,622.6467171717172,3120.779734368005,309.7945482388974,1224.8105837883243,2000_09_29,2000-09-29,2451816.5
15,292.0,2516.554243147584,4529.7079671108595,6947.531774119096,17274.100572076655,890.0129251209473,3,5555.230131643101,1,971568000000,527.7451723384099,3055.073744855967,294.7378937265509,1109.5164083156203,2000_10_15,2000-10-15,2451832.5
16,309.0,2066.412481496578,3149.834926151173,3610.616738197425,-1342.6258406893653,1939.8944153105908,3,1231.6089562764457,1,972950400000,1697.997625106022,4045.7211495285137,1683.2559975706042,1628.2301838934686,2000_10_31,2000-10-31,2451848.5
17,328.0,2472.966183653799,4704.041293062765,6686.638929440389,14444.744991150443,1955.862126929674,3,1711.4702788703762,1,974332800000,656.0243295548797,3567.870875860432,391.073754522683,1078.9083129584353,2000_11_16,2000-11-16,2451864.5
18,339.0,2065.9123394465164,3227.295489296636,3619.531715388858,13485.32220191226,2227.645162240151,3,2673.0303270042195,1,975715200000,1764.3648029330889,3920.6191987306624,1773.0299890948745,1330.7856860419138,2000_12_02,2000-12-02,2451880.5
19,358.1784280087024,2433.9891185207543,5167.880737880738,7409.189620758483,-2263.9278583150985,2794.8318260120586,1,4045.556420648464,1,977097600000,551.5350655903128,3731.544967578235,292.2086046511628,890.9972767665186,2000_12_18,2000-12-18,2451896.5
20,5.0,2457.9906670166533,5031.1767722473605,6496.056684223727,-2624.0870816702486,2803.872525182355,3,2663.0,1,978307200000,816.2134601492896,4046.43539686617,503.67133867276885,1316.0177045177045,2001_01_01,2001-01-01,2451910.5
21,28.0,2062.3204861546174,4000.6514084507044,5157.10929250264,-999.7634322373697,2651.9296076418336,3,1676.7417921500864,1,979689600000,1119.7064935064934,3951.2572231139648,1039.7470377514467,1288.32136313668,2001_01_17,2001-01-17,2451926.5
22,37.0,2387.5665214991104,5217.148127753304,6618.47482305359,-959.0169359255202,2755.32524335414,1,2606.0130229980605,1,981072000000,878.7113027689514,4336.195017028142,464.0298154054315,1254.7658185093449,2001_02_02,2001-02-02,2451942.5
